1 7.38355e-07
1001 1.30888e-06
2001 1.61042e-06
3001 2.09449e-06
4001 2.43004e-06
5001 2.7902e-06
6001 3.13489e-06
7001 3.49424e-06
8001 3.89472e-06
9001 4.19282e-06
10001 4.57409e-06
11001 4.9111e-06
12001 5.25699e-06
13001 5.60781e-06
14001 5.96723e-06
15001 6.28234e-06
16001 6.73079e-06
