1 1.89641e-07
1001 4.1973e-07
2001 5.4978e-07
3001 6.86779e-07
4001 8.4578e-07
5001 1.15751e-06
6001 1.27006e-06
7001 1.40283e-06
8001 1.57407e-06
9001 1.66799e-06
10001 1.82832e-06
11001 1.97617e-06
12001 2.12986e-06
13001 2.30141e-06
14001 2.51004e-06
15001 2.73586e-06
16001 2.86304e-06
