1 3.07491e-07
1001 4.16915e-07
2001 4.8957e-07
3001 5.67416e-07
4001 6.37565e-07
5001 7.3051e-07
6001 8.18574e-07
7001 9.0901e-07
8001 1.00083e-06
9001 1.09908e-06
10001 1.21724e-06
11001 1.32031e-06
12001 1.41027e-06
13001 1.51421e-06
14001 1.62835e-06
15001 1.73124e-06
16001 1.82702e-06
